Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,,,,,
Germany,DEU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,99.02015892,99.04098584,99.19266889,99.30220699,99.39761102,99.10230936,98.8661359,98.77118597,98.78219798,98.63853601,97.86699031,98.05888165,97.65361239,97.62143893,97.1826929,96.22976002,96.33004313,95.20012737,95.1884251,94.83350375,94.09208559,92.97445558,91.96987316,91.65331348,90.06462342,87.92519035,88.65357083,87.90540584,86.91009483,86.45118434,86.83788464,87.09636477,85.95284872,86.00930916,86.02180942,85.81095471,85.90869753,84.62946066,84.92246199,83.93137164,83.62197514,83.60503302,83.27815679,83.18231409,82.56602162,81.85567627,81.27188318,81.27195016,80.80225178,79.96746885,79.56035026,80.37020876,80.62522298,81.08826801,79.71052694,78.86255106,,,,,
Djibouti,DJI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Dominica,DMA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Denmark,DNK,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,99.87404695,99.16221058,99.25784212,99.66478242,99.40883472,98.87262589,99.62772211,99.23595845,,,,99.13182259,99.16203773,98.22457032,98.01599457,97.41028202,97.52907964,97.67494496,96.21508857,96.1169684,97.1671592,92.8037632,94.28114565,92.57050097,92.22414619,94.91503626,94.7566271,93.04936064,91.83152448,88.61327836,89.59051862,94.08441927,90.72488798,91.75701497,94.63847163,92.36304094,98.52626246,94.36666382,92.6766256,90.89289458,88.2800504,88.2707013,87.98990847,89.67967719,85.47478824,82.18730305,86.63662222,82.03661355,80.13136834,79.57580426,78.27422571,74.82227821,70.86237066,70.25938711,67.70455812,64.92708947,,,,,
Dominican Republic,DOM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,48.21827665,54.35038694,57.87714311,58.73216889,59.22023627,58.1230835,59.84194902,59.4090407,59.71780585,61.36855547,56.2235313,52.28412771,58.70973528,58.14191225,67.65284138,68.75879385,72.3935235,75.61270575,78.53943541,76.45631322,76.17839989,78.78107052,81.03756104,83.56493018,84.91800504,85.56770281,87.17742176,85.26174313,85.30557383,87.14808017,87.70129559,88.26308159,85.49507746,86.62648881,86.42435374,85.40245101,86.89827457,87.11289573,84.87242119,85.40274143,86.48453225,84.82242766,86.76671153,86.56359598,,,,,,
Algeria,DZA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,98.99981556,98.77992606,98.52503845,99.0310122,99.35239357,99.36534606,99.58992102,99.66613856,99.70791464,99.73035007,99.66317471,99.70168339,99.84063911,99.68269734,99.61791368,99.80951528,99.75581647,99.89831336,99.86297207,99.93829643,,,,,99.87245929,99.8415349,99.76407728,99.71309035,99.7444924,99.81505213,99.77568248,99.74042914,99.73160646,99.73793913,99.61031383,99.74001863,99.75208391,99.82113635,99.81061946,99.84783479,99.88747563,99.85891737,99.910365,99.97791672,,,,,,
East Asia & Pacific (excluding high income),EAP,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,56.9338499,57.87197963,58.49990681,58.62259808,61.18477369,61.83315722,64.22112273,66.42996788,66.56045905,66.10260957,65.43811208,65.78389962,66.75674445,67.94415293,68.31926745,69.06350645,69.93846161,70.85727552,70.9382329,71.96879141,71.44935912,72.06793179,73.42362727,73.95347028,75.34927239,76.01504027,76.14940146,75.94768766,76.32184864,76.68428394,77.14802927,78.2122792,80.1321257,81.79183147,82.99371948,83.91060117,84.54844309,84.39751332,84.68017523,85.5202536,86.12799823,85.69478095,85.68097946,85.49959455,,,,,,
Early-demographic dividend,EAR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,44.19907189,44.15911347,49.04966574,51.62627951,53.97489237,56.08172971,59.44922184,60.62461071,62.18319547,64.16108791,65.65402953,56.18210453,56.64035821,57.82240218,58.87666793,59.25905648,60.43458685,61.63772529,62.1138261,63.4580975,64.77330875,66.24525247,67.28231449,67.17879103,67.37356051,68.08271812,68.40550484,69.20655178,69.73197145,70.29494463,71.19373647,71.31681632,71.82451965,72.40467574,73.03720214,73.88446255,74.19710849,74.48672398,74.79100824,75.2384177,75.21748328,75.58610673,75.8525551,76.1853126,76.82659727,77.17107389,77.66972724,78.22968464,78.82466983,79.21596225,79.28369723,78.87501665,79.37942532,79.00253667,79.50189014,89.53660154,,,,,
East Asia & Pacific,EAS,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,91.14805622,91.19144208,91.78950899,91.99572479,92.67797122,92.68585722,93.11888916,94.40521725,94.72148855,95.23342119,95.52565262,72.97008622,73.74900645,75.09560335,74.62725188,74.83156041,75.39160905,76.7022866,76.98255091,76.98601348,76.20906123,75.43414203,75.06548109,75.06475883,75.47822564,74.91536252,75.29719596,75.33150733,76.40001356,76.55935919,77.04204665,76.68828066,77.26621616,77.7750635,78.34240101,78.80392076,79.1743446,79.21677269,78.65015111,79.13821678,79.19559548,79.84971035,80.57916429,82.02433639,82.81005273,83.25583853,83.9015836,84.74013956,84.54008587,84.54991929,85.1620154,86.59731781,86.74263228,86.72373005,86.396153,87.88536415,,,,,
Europe & Central Asia (excluding high income),ECA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,44.19907189,44.15911347,49.04966574,51.62627951,53.97489237,56.08172971,59.44922184,60.62461071,62.18319547,64.16108791,65.65402953,89.72423098,89.33103371,89.80782672,89.50217123,89.26081866,89.06389869,89.22682761,89.47994663,89.09514913,89.11489112,88.24294364,87.89659628,88.04511929,87.87632938,87.88537974,88.46467035,88.70056569,87.34946537,88.39084365,93.03832828,92.91598638,92.21347323,91.66138472,91.44559777,91.06532445,90.45269485,90.05709673,90.04929188,89.67666476,89.52518041,89.48695811,89.40798618,89.72240647,89.47083854,89.3841842,89.45589204,89.53850031,89.69124164,88.84451015,88.97931638,89.52638166,89.37533303,88.30652965,89.39678118,86.84318766,,,,,
Europe & Central Asia,ECS,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,93.75287613,93.57544681,93.67088812,93.93110247,94.11113866,93.95495435,93.434319,93.50989638,93.54896715,93.81762985,93.61227863,93.87001842,93.33997101,93.78255538,93.44440276,92.72491955,92.99609428,91.90301841,91.78857577,91.74826757,91.03050454,89.21201412,88.490343,87.27272345,85.53891722,84.2539332,83.75479212,83.46446324,82.50451942,82.06105401,86.71457387,86.40307843,85.50897922,84.61249467,84.10059852,83.79051085,83.3616273,82.84719652,82.84127009,82.50011398,82.34366636,82.13178803,82.09195172,82.27396695,81.9615428,81.77460714,81.71437698,81.61764451,81.35234459,80.2614845,80.14902806,80.21061628,79.76864035,78.80862161,78.37981506,71.57049154,,,,,
Ecuador,ECU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,49.05761341,50.99081355,53.89997912,62.08430242,65.5889208,69.67714319,75.12786132,76.12329115,77.43919613,78.86168122,80.44720052,79.74876279,76.82594101,75.24376632,76.08231054,75.76470096,74.25598001,74.55054471,73.78259561,78.20974884,78.64847381,81.81159194,79.68356687,80.38830216,84.11476233,83.41052993,85.75095066,84.96531851,83.1562901,84.10732733,85.86363431,85.43973825,85.2379539,83.95550578,84.88932983,84.94441186,85.5949458,83.14892818,87.01507558,87.84865451,86.24184617,86.06629324,86.77054519,86.88466036,,,,,,
"Egypt, Arab Rep.",EGY,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,86.0830516,87.17309939,85.96117503,86.75491668,87.19378506,87.8038933,87.65750955,88.07443511,88.63225727,89.156012,90.4415557,90.92021421,92.15832516,92.84051009,93.41783463,93.26304902,93.74022971,93.69366553,93.89853857,94.07344273,93.88800278,94.04718146,93.96157784,93.38439842,93.81627817,94.07725083,94.15809928,94.44745481,94.01790377,93.88155107,94.22360415,94.87049143,94.97358,96.81736276,96.23115195,96.28099188,96.04047938,96.16210914,96.40166314,97.21176113,96.7923892,96.81680023,98.46009119,97.92892979,,,,,,
Euro area,EMU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,94.02150651,93.95176935,94.14510042,94.50935994,95.00374686,95.02813063,94.34535818,94.70140719,94.93965045,95.17184393,94.33540763,94.18444638,93.52201812,94.32892069,94.11210288,93.2247745,93.8871932,92.5654616,92.42799044,92.04647759,91.23984581,89.07712431,88.01324584,86.525849,84.33698769,82.54240837,81.80502828,81.48562738,80.5312638,80.1759652,79.56676723,79.33162429,78.54812658,77.85387056,78.01743193,78.06609718,77.74822463,77.37886921,77.80392056,77.34870958,76.83885377,76.77614419,76.60436832,76.44328633,76.32204327,76.11145753,75.5805138,75.21275897,74.39048733,73.47282059,72.78119997,72.33455766,71.69580202,70.84715102,69.41660494,69.95485443,,,,,
Eritrea,ERI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.35538288,23.18490009,25.5312677,26.79251562,27.86632445,25.12114757,28.8034706,29.27836551,28.26607486,28.37351209,26.8514906,29.6708356,35.21806958,34.40924565,25.86075752,26.08490665,19.10593817,22.20619754,21.5776664,21.88379983,22.53636526,22.60559937,23.1334477,,,,,,
Spain,ESP,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,91.76526065,92.104548,92.7539686,91.04656542,92.4035214,92.82543251,91.59480866,93.64900656,94.01785496,92.45901349,93.39177998,92.50995478,90.75550334,92.18236471,92.08240221,92.72735644,93.9310802,91.59255099,91.67016715,91.40037469,94.03165878,93.34953373,93.07060361,92.00145714,86.58322287,85.40211513,82.89235455,81.85179412,79.30422987,77.60440171,77.38649914,77.95235701,79.25417767,77.6916953,78.59018687,79.60094521,77.85351034,80.06129405,79.52609681,80.97590441,80.63494269,79.84999602,81.46071287,80.82302302,81.83202563,83.4668124,82.50958877,83.18621648,81.80831582,79.71021292,76.00086331,76.50008869,75.0081484,72.55135063,71.53112185,72.95554612,,,,,
Estonia,EST,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.73658072,43.02973221,31.77362212,31.65620666,31.37207382,28.00473057,27.97456242,27.51803402,31.24086431,32.2073056,28.65162331,31.87495347,29.58705583,28.30689005,29.24585849,30.28470368,31.41138672,28.59866481,28.07201921,23.28809432,20.57485777,18.87797812,19.55974938,17.19862975,14.49029111,13.05621534,,,,,
Ethiopia,ETH,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,3.443994394,3.081686931,3.166328079,3.073117619,2.675168344,2.657154503,2.58758978,2.840977443,2.953476183,3.005237379,3.131700762,2.836743149,2.901175411,2.614917939,2.600700533,2.919627166,3.455532367,3.386060605,3.474582472,3.55033136,3.400891522,2.244968,2.736625394,3.04826749,3.343246354,3.51351176,3.311723269,3.325111178,3.225670428,3.427088548,4.132048222,4.186229952,4.3988355,4.474102441,4.093588189,4.247062388,4.648887741,4.905288427,4.856801682,4.579117972,4.573411803,5.007566884,5.78827082,6.56980663,,,,,,
European Union,EUU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,93.7610629,93.62560708,93.81377191,94.19565521,94.5696987,94.60694039,94.14087001,94.36065347,94.50360467,94.79038969,94.22245621,94.50827106,93.98593857,94.48097835,94.26894851,93.43752727,93.90027924,92.6478886,92.4979578,92.51077329,91.78282082,89.77261626,89.06508402,87.73915452,85.78693341,84.28127353,83.58832259,83.22137384,82.28146015,81.8688567,80.88078633,80.36281508,79.71374395,79.01289444,78.88216124,78.90350032,78.71049398,78.165039,78.2794776,77.77490589,77.3691622,77.23596398,77.08983525,77.0638213,76.67393906,76.40953637,76.12642815,75.72293358,74.83150619,73.80373833,73.18514518,72.82949596,71.86365253,71.03358642,69.67524016,69.88602617,,,,,
Fragile and conflict affected situations,FCS,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,30.91336064,31.76361219,33.8013343,35.57000596,36.2553333,37.36786402,38.51807282,40.17780469,41.59056512,43.19515401,44.25483618,44.5268095,45.83466384,45.34646277,45.4703852,45.76903204,45.73236457,45.63255041,46.08256058,52.21618621,51.76152184,51.73723734,51.36296979,51.749635,50.86239919,50.70204807,51.4469547,49.64703158,47.89610033,48.35936425,49.0528823,49.0298795,48.09805334,48.31648131,48.17013189,48.10317213,46.68138047,48.20306188,47.95983005,49.24893558,44.87493835,46.21070416,47.56506363,39.95254924,,,,,,
Finland,FIN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,45.24596838,45.12808746,47.52484955,51.67959004,55.29927132,58.28498371,61.16301711,62.36850428,66.20960622,70.2487015,71.73903976,71.34598883,73.03495759,75.01504567,74.4411938,76.64064439,79.09890292,76.47794322,75.96878188,72.24691738,72.34254839,60.44171863,58.19475399,54.64571227,53.15410689,57.66365832,58.63735814,60.24221204,57.8054603,58.23662615,55.47017689,56.56220558,53.92849134,54.80545497,56.88474415,52.9464572,55.65215756,53.26542931,51.49752183,50.79324858,49.78670138,50.33441953,51.34684724,54.42239575,53.33484352,49.1854771,51.70609552,49.82068829,47.71862236,48.47891187,48.80002881,46.98862802,43.03336372,42.62672305,42.18252679,40.20798299,,,,,
Fiji,FJI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
France,FRA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,95.52018062,95.86188308,96.43236551,95.89151318,96.69442998,95.82039494,95.1563632,95.70259704,95.50743415,95.53945898,89.74152792,89.92143247,89.79686785,90.26813077,89.93530509,88.25590468,90.16324604,88.03519204,87.26473417,86.36570694,83.8755072,77.75584648,76.61918614,72.29762216,67.52500998,64.33921912,61.28573804,60.41852402,59.39941239,58.84821173,58.15395849,57.94478445,56.15970578,54.19402551,53.31348303,53.57382198,53.84750116,52.90067538,54.79426487,54.01870151,52.80593885,53.40057813,52.81353407,52.69399252,52.41503854,52.29710794,51.89245198,51.68550601,50.8434655,50.85168259,49.83637832,48.67698651,49.01202707,48.54358131,46.22592306,46.48797087,,,,,
Faroe Islands,FRO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,54.56274528,52.51380638,64.76168948,66.42749192,58.06165956,55.15329548,57.15540542,61.5469452,55.58994399,55.34801504,58.53120711,58.45977828,58.48018444,54.08300933,47.27395597,46.15140073,42.25245607,44.35885682,39.39566018,32.01095306,31.89974999,34.47956965,36.75772049,28.36983752,32.61049644,34.51410634,34.23558004,36.77855125,33.55452859,32.43088502,35.1822772,28.07896353,23.57891739,20.96227187,20.376564,18.70251161,18.20739896,17.11377036,16.4621275,18.90264227,26.22884402,30.69468887,22.05960039,22.78651631,,,,,,
United Kingdom,GBR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,99.4647102,99.36837578,99.20776193,98.86813184,98.60649719,97.61702311,96.8766933,96.4875454,96.17444742,95.98615961,96.48387396,96.41644847,96.19949134,96.49958891,95.65984102,95.86926243,95.21395111,94.81714574,95.14016044,95.23246879,94.96889209,94.66282545,93.80622994,92.95642334,92.42253227,91.89555163,92.06996551,92.3375625,91.28950432,89.92769081,90.65258583,90.1991746,89.21274479,87.79016543,87.79003822,87.71102814,87.56976162,86.71951891,86.77063541,87.23515523,88.41036373,87.82897536,88.53442838,88.82498255,88.61973186,88.15744775,88.6059099,89.61975501,90.17869547,87.36773537,88.16810568,85.56318573,85.13981223,83.5597408,82.7165785,80.35177127,,,,,
Georgia,GEO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.84092501,87.17870041,84.56582791,77.98328005,80.45060381,68.2929448,60.53852119,59.865222,59.13704991,55.69596734,59.01220076,55.090437,49.58947522,52.14468848,53.77327276,64.41339158,70.40866076,70.69078883,66.78923596,66.99368733,64.70334463,72.76506637,74.46282328,68.93449555,72.20953534,,,,,,
Ghana,GHA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,21.99753239,21.97580791,22.22791515,22.10596001,23.17931174,20.73235594,22.90247677,22.46567226,19.50540667,18.79618519,20.74249216,22.07629318,11.52889837,16.42281014,19.58608989,17.44668947,20.36820585,15.1411127,18.43305265,18.2359664,16.5625589,16.08869506,17.40874908,17.61105115,18.78593182,19.3233444,20.49129177,26.62183133,25.87802464,28.35021093,32.17571931,36.02899109,36.76213635,36.9201097,37.602505,43.03432272,45.75724713,42.95207948,46.00239359,49.67778841,49.82103972,52.6160022,52.49759344,52.54306013,,,,,,
Gibraltar,GIB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,100,100,100,100,100,100,100,,100,100,100,100,,99.99690699,100,99.99770162,100,100,100,,,100,100,100,100,100,100,100,99.99917964,100,,,100,100,,100,100,100,100,,100,,98.96050914,99.51281724,,,,,,
Guinea,GIN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Guinea-Bissau,GNB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Greece,GRC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,98.31103862,98.19956637,98.1245797,97.68107569,98.19371149,98.27097546,96.82702206,97.11396217,97.90572894,97.28685526,91.15887769,92.20331018,93.26235204,94.53948003,94.18104388,94.687813,95.20602678,95.47634486,95.01070222,94.94150678,94.68905639,94.74596443,94.56292029,94.83612026,94.39760852,95.7001889,94.97225999,95.58043796,96.17815003,96.63051869,94.56338072,94.05584414,94.32196258,94.16119401,94.2701135,93.85006004,93.46299999,93.51094723,94.08694815,94.17983504,94.59119325,94.38734266,94.07165972,93.98922592,93.7794444,93.41073803,92.88599171,93.02602135,92.78015423,92.37083311,90.38560276,90.85296404,90.14823363,88.00125276,86.04931718,82.57463513,,,,,
Grenada,GRD,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
Greenland,GRL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,29.28304183,29.68357095,30.70026809,30.70224764,26.63739444,27.31077099,30.21892939,31.34557381,34.33670793,37.44826766,33.28776943,29.26485045,27.49039545,30.24975888,30.08180415,23.58023842,25.1439048,26.51374689,26.06837762,27.86725739,28.59310409,30.94750409,31.69115918,35.56152207,36.61796529,37.7069844,38.25351654,42.21660727,40.31014636,42.27666514,43.24444527,44.30087278,42.48637456,42.97532709,44.16831872,43.1870956,43.40464972,40.36716288,39.04930283,32.66035575,30.92107225,30.87615772,32.65370676,37.37859696,,,,,,
Guam,GUM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,
High income,HIC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,94.42732406,94.38922762,94.49635621,94.68164936,94.78318706,94.75366354,94.6525559,94.7787431,94.76749368,94.82589127,94.71625841,94.57627717,94.25637883,94.25438338,93.58935302,92.81971464,92.8565847,92.20019201,91.57983389,91.53440695,90.93633456,89.85514692,89.04958255,88.09782987,87.07896166,85.92650289,85.33686454,84.97697229,84.77609466,84.66693356,83.8859886,83.33151325,83.3551148,83.21719415,83.17888146,82.91473189,82.92624604,83.2408656,82.99873258,82.88357985,82.88732141,83.21622109,83.09863282,83.41105239,83.02046961,82.71636686,82.48181227,82.86056178,82.39722862,81.52831669,81.22394326,81.77434986,81.71893892,81.50677231,81.15703718,79.08190062,,,,,
"Hong Kong SAR, China",HKG,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,98.381823,98.52384677,98.53232425,98.70848085,98.90610852,98.88436221,99.01320738,99.04265314,99.34582241,99.41811944,99.36735133,99.43133062,99.58306093,,,,,,,,,,,94.22567014,94.54430039,93.48240804,93.16714027,94.88346803,94.79721817,93.89153113,94.34455014,94.33330219,94.88612059,94.98405042,95.10334385,95.34356585,95.34312627,94.72453161,94.92692513,93.97148468,94.31188883,93.28220408,93.63823815,93.17288162,,,,,,
Honduras,HND,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,27.1354939,26.8778866,28.21531508,27.25258267,27.7835717,29.12905602,31.01098408,30.38439419,30.61862632,29.69972767,28.34226209,32.01052143,28.98913279,30.42804752,27.22483316,28.65084165,29.12125499,30.64819987,31.77469907,30.01649454,29.86986801,32.28274902,33.22425374,36.95167983,41.23647126,40.32338557,38.10993023,42.86878071,49.08964853,48.27216358,52.81255222,53.55272814,54.73352653,56.48111791,54.86179356,50.47652387,54.82596042,54.27791449,50.80048492,51.16665966,52.14850779,51.48488363,51.35134251,52.47931253,,,,,,
Heavily indebted poor countries (HIPC),HPC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,15.31131895,15.49121525,16.0253514,15.78334693,15.36645562,15.57221435,16.08505852,15.90729172,15.49406982,15.54054003,15.16889315,15.08739036,14.17732244,14.26505074,13.96840342,14.03699426,14.19842346,14.15262652,14.02823162,14.00577955,13.29639732,13.16750795,12.93206617,13.04862045,13.94363134,14.57267036,15.0491588,15.34313109,16.5815664,16.2494672,15.64216285,16.8288848,16.7949858,17.04783908,17.31736386,18.3374391,19.02340517,19.14419789,19.19003398,19.67985049,19.83541338,20.68542916,21.04939111,22.33194466,,,,,,
Croatia,HRV,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.05127699,74.12737689,77.82279284,78.27105074,77.18587761,76.86405106,74.48571793,77.13221449,78.23251372,78.27437077,77.90850016,77.78750801,79.7087522,79.5043878,78.03952996,77.03280172,77.64003638,79.65827107,78.05160612,76.12965427,74.29497196,74.63709828,72.23776212,71.30324629,70.70366234,,,,,,
Haiti,HTI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,8.400360016,7.683731014,7.691804376,8.200992848,8.092305503,10.68562587,10.63684746,11.09299384,10.89685729,9.896349923,9.517007117,11.65209061,12.95456868,13.37846283,13.25604035,16.49257519,17.64753807,18.53231601,19.49136945,19.73422144,18.64176316,16.76037583,14.37212363,4.393470013,17.76927447,17.86149782,22.45268361,20.65677739,22.03207181,23.30767712,24.88890945,24.96273559,24.55431938,27.713821,19.49572623,19.38001494,20.99531346,20.72857308,19.2931334,17.77460884,17.96016537,18.04955731,18.69779908,22.01589404,,,,,,
Hungary,HUN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,94.76997545,95.17447278,95.03011032,95.52888847,94.72307524,95.57362106,95.14682518,95.21087498,95.06746224,95.32232029,96.35971524,96.28900225,96.52252221,96.94383086,96.15543652,95.90673972,95.50330427,95.3392698,92.83917206,91.08635002,89.11244954,88.60438902,85.92848968,83.69957223,83.14279125,81.60450845,81.6714475,81.0604298,81.89985324,81.13193176,81.60281715,81.9531038,81.88620888,82.16912862,81.74121511,80.53891348,80.98183667,80.79182568,83.13716845,81.82083907,80.36822766,80.06276464,78.97654983,77.82372613,74.1696087,74.2719228,73.29380076,71.78642365,69.54963749,68.1924014,69.54979369,,,,,
IBRD only,IBD,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,89.33975945,89.61421352,90.24593901,90.48215583,90.86472002,91.11421493,91.26485869,91.43384414,91.72587448,92.16273227,92.61986408,63.84807632,64.53068494,65.59531206,66.01491324,67.22998697,68.02318824,69.30667889,70.57622195,70.86885,70.90784398,70.63803064,71.18742324,71.21946246,71.55380422,71.90964419,72.35868749,72.91198938,73.3538498,73.54460577,80.89764041,80.52355725,80.06631299,79.94570987,79.60766534,80.07610284,80.11500259,80.08155145,79.93037489,80.00964938,80.09789143,80.36104571,80.66006805,81.45459441,82.15993182,82.67257034,83.14020915,83.46345445,83.58534511,83.67222637,84.1594808,84.59590055,84.48457586,84.23489797,84.42221479,88.08939589,,,,,
IDA & IBRD total,IBT,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,89.33975945,89.61421352,90.24593901,90.48215583,90.86472002,91.11421493,91.26485869,91.43384414,91.72587448,92.16273227,92.61986408,58.55054888,59.3018298,60.42576354,60.87894259,62.15038742,62.99207081,64.364093,65.69862741,66.04326041,66.08994436,65.841304,66.43728456,66.448792,66.82741014,67.17153433,67.63386034,68.28452695,68.7436877,68.9104809,77.61569835,77.20161204,76.60944012,76.44456755,75.94062142,76.36655134,76.40090018,76.32929968,76.12345522,76.21700711,76.27889906,76.5036235,76.7853124,77.6291092,78.37299622,78.92780644,79.46302723,79.84503241,80.02918162,80.06400295,80.62783613,80.99603342,80.87730478,80.64154594,80.8474315,88.08939589,,,,,
